playerClass,cost,flavor,rarity,set,collectible,playRequirements/REQ_TARGET_TO_PLAY,id,text,artist,howToEarnGolden,type,name,howToEarn,dust/0,dust/1,dust/2,dust/3,attack,race,health,mechanics/0,playRequirements/REQ_MINION_TARGET,spellDamage,mechanics/1,faction,playRequirements/REQ_NUM_MINION_SLOTS,playRequirements/REQ_TARGET_MIN_ATTACK,entourage/0,entourage/1,entourage/2,entourage/3,entourage/4,entourage/5,entourage/6,targetingArrowText,textInPlay,mechanics/2,playRequirements/REQ_FRIENDLY_TARGET,playRequirements/REQ_NONSELF_TARGET,playRequirements/REQ_TARGET_IF_AVAILABLE,overload,playRequirements/REQ_TARGET_WITH_RACE,playRequirements/REQ_DAMAGED_TARGET,playRequirements/REQ_ENEMY_TARGET,durability,playRequirements/REQ_TARGET_FOR_COMBO,playRequirements/REQ_WEAPON_EQUIPPED,playRequirements/REQ_FRIENDLY_MINION_DIED_THIS_GAME,playRequirements/REQ_MINIMUM_ENEMY_MINIONS,playRequirements/REQ_MUST_TARGET_TAUNTER,playRequirements/REQ_MINIMUM_TOTAL_MINIONS,playRequirements/REQ_UNDAMAGED_TARGET,playRequirements/REQ_TARGET_MAX_ATTACK,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_DRAGON_IN_HAND,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_MINIONS,playRequirements/REQ_HERO_TARGET,entourage/7,playRequirements/REQ_LEGENDARY_TARGET,mechanics/3,playRequirements/REQ_MINION_CAP_IF_TARGET_AVAILABLE
,5,"Your face is the place you'd probably least like a dagger, and where rogues are most likely to deliver them.",FREE,CORE,true,,EX1_593,<b>Battlecry: </b>Deal 3 damage to the enemy hero.,Raymond Swanland,Unlocked at Druid Level 53.,MINION,Nightblade,,,,,,4,,4,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMAN,3,Turns out the tuskarr aren't real choosy about their totems.,COMMON,TGT,true,,AT_046,<b>Battlecry:</b> Summon ANY random Totem.,Eva Widermann,,MINION,Tuskarr Totemic,,40,400,5,50,3,,2,BATTLECRY,,,,,,,CS2_052,NEW1_009,CS2_050,CS2_051,EX1_565,GVG_039,EX1_575,,,,,,,,,,,,,,,,,,,,,,,AT_052,,,
SHAMAN,3,It's like an ocean of liquid magma in your mouth!,RARE,EXPERT1,true,0,EX1_241,Deal 5 damage. <b>Overload:</b> (2),Dan Scott,,SPELL,Lava Burst,,100,800,20,100,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
PRIEST,1,"The twilight whelps are basically magic-vampires. Despite this, they are not a reference to any popular series of novels.",COMMON,BRM,true,,BRM_004,"<b>Battlecry:</b> If you're holding a Dragon, gain +2 Health.",Sam Nielson,Can be crafted after completing the Priest Class Challenge in Blackrock Mountain.,MINION,Twilight Whelp,Unlocked by completing the Priest Class Challenge in Blackrock Mountain.,,,,,2,DRAGON,1,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIEST,7,"He's been exiled from his home, and all his brothers turned evil, but otherwise he doesn't have a lot to complain about.",LEGENDARY,EXPERT1,true,,EX1_350,Double the damage and healing of your spells and Hero Power.,Wei Wang,,MINION,Prophet Velen,,1600,3200,400,1600,7,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Pirates and Parrots go together like Virmen and Carrots.,EPIC,REWARD,true,,NEW1_016,<b>Battlecry:</b> Put a random Pirate from your deck into your hand.,Daren Bader,Unlocked when you have all the Golden Pirates from the Classic Set.,MINION,Captain's Parrot,Unlocked when you have all the Pirates from the Classic Set.,,,,,1,BEAST,1,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,"Laying siege isn't fun for anyone.  It's not even all that effective, now that everyone has a flying mount.",RARE,EXPERT1,true,,EX1_102,"At the start of your turn, deal 2 damage to a random enemy.",Raymond Swanland,,MINION,Demolisher,,100,800,20,100,1,MECHANICAL,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,But not the lowliest!,COMMON,TGT,true,,AT_082,<b>Inspire:</b> Gain +1 Attack.,Ron Spears,,MINION,Lowly Squire,,40,400,5,50,1,,2,INSPIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,"He's Gruul ""the Dragonkiller"".  He just wanted to cuddle them… he never meant to… ",LEGENDARY,EXPERT1,true,,NEW1_038,"At the end of each turn, gain +1/+1 .",Kev Walker,,MINION,Gruul,,1600,3200,400,1600,7,,7,,,,,,,,,,,,,,,,Growth,,,,,,,,,,,,,,,,,,,,,,,,
,3,"If he's raging now, just wait until he gets nerfed.",COMMON,EXPERT1,true,,EX1_412,<b>Enrage:</b> <b>Windfury</b> and +1 Attack,Alex Horley Orlandelli,,MINION,Raging Worgen,,40,400,5,50,3,,3,ENRAGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARLOCK,,,FREE,CORE,true,,HERO_07,,,,HERO,Gul'dan,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARRIOR,,,EPIC,HERO_SKINS,true,,HERO_01a,,,,HERO,Magni Bronzebeard,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER,2,"You'll never guess what's in that conveniently bear-sized, bear-smelling box. ",COMMON,TGT,true,,AT_060,"<b>Secret:</b> After your hero is attacked, summon a 3/3 Bear with <b>Taunt</b>.",Richard Wright,,SPELL,Bear Trap,,40,400,5,50,,,,SECRET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,Join the Argent Crusade!  We have attractive tabards and you get to carry really nice swords!,EPIC,TGT,true,,AT_113,<b>Inspire:</b> Add a 2/2 Squire to your hand.,Jim Nelson,,MINION,Recruiter,,400,1600,100,400,5,,4,INSPIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,"They call him ""Blackwing"" because he's a black dragon...... and he's got wings.",LEGENDARY,BRM,true,,BRM_030,<b>Battlecry:</b> Add 2 random spells to your hand <i>(from your opponent's class)</i>.,Ruan Jia,Can be crafted after completing the Hidden Laboratory.,MINION,Nefarian,Unlocked by defeating every boss in Blackrock Mountain!,,,,,8,DRAGON,8,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIEST,4,She really likes seeing people get better.  That's why she hurts them in the first place.,COMMON,TGT,true,,AT_011,"Whenever a character is healed, gain +2 Attack.",Alex Garner,,MINION,Holy Champion,,40,400,5,50,3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,"Rend believes he is the True Warchief of the Horde and he keeps editing the wikipedia page for ""Warchief of the Horde"" to include his picture.",LEGENDARY,BRM,true,,BRM_029,"<b>Battlecry:</b> If you're holding a Dragon, destroy a <b>Legendary</b> minion.",Alex Horley,Can be crafted after completing Blackrock Spire.,MINION,Rend Blackhand,Unlocked by completing Blackrock Spire.,,,,,8,,4,BATTLECRY,0,,,,,,,,,,,,,Destroy a Legend.,,,,,,,,,,,,,,,,,,,0,,,,0,,
DRUID,7,"Young Night Elves love to play ""Who can get the Ancient of War to Uproot?""  You lose if you get crushed to death.",EPIC,EXPERT1,true,,EX1_178,"<b>Choose One</b> -
+5 Attack; or +5 Health and <b>Taunt</b>.",Sean O’Daniels,,MINION,Ancient of War,,400,1600,100,400,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALADIN,3,"The Scarlet Crusade is doing market research to find out if the ""Mauve Crusade"" would be better received.",RARE,GVG,true,,GVG_101,<b>Battlecry</b>: Deal 2 damage to all minions with <b>Deathrattle</b>.,Anton Zemskov,,MINION,Scarlet Purifier,,100,800,20,100,4,,3,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,"Orcish raiders ride wolves because they are well adapted to harsh environments, and because they are soft and cuddly.",FREE,CORE,true,,CS2_124,<b>Charge</b>,Dany Orizio,Unlocked at Warrior Level 59.,MINION,Wolfrider,,,,,,3,,1,CHARGE,,,,HORDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,"Edward ""Lefty"" Smith tried to make luggage out of a river crocolisk once.",FREE,CORE,true,,CS2_120,,Daren Bader,Unlocked at Druid Level 55.,MINION,River Crocolisk,,,,,,2,BEAST,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROGUE,3,"Mechs like learning from him because he really speaks their language.
0110100001101001",RARE,GVG,true,,GVG_027,"At the end of your turn, give another friendly Mech +2/+2.",Brian Despain,,MINION,Iron Sensei,,100,800,20,100,2,MECHANICAL,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMAN,8,He is the weakest of the four Elemental Lords.  And the other three don't let him forget it.,LEGENDARY,EXPERT1,true,,NEW1_010,"<b>Windfury, Charge, Divine Shield, Taunt</b>",Raymond Swanland,,MINION,Al'Akir the Windlord,,1600,3200,400,1600,3,,5,CHARGE,,,DIVINE_SHIELD,,,,,,,,,,,,,TAUNT,,,,,,,,,,,,,,,,,,,,,,WINDFURY,
SHAMAN,2,Chocolate lava cake is shockingly delicious.,RARE,BRM,true,0,BRM_011,"Deal 2 damage.
Unlock your <b>Overloaded</b> Mana Crystals.",Zoltan Boros,Can be crafted after completing the Shaman Class Challenge in Blackrock Mountain.,SPELL,Lava Shock,Unlocked by completing the Shaman Class Challenge in Blackrock Mountain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARRIOR,2,She accepts guild funds for repairs!,RARE,EXPERT1,true,,EX1_402,"Whenever a friendly minion takes damage, gain 1 Armor.",Greg Hildebrandt,,MINION,Armorsmith,,100,800,20,100,1,,4,,,,,,,,,,,,,,,,Smithing,,,,,,,,,,,,,,,,,,,,,,,,
WARRIOR,4,Playing him also gets you into the Magnataur Beta.,EPIC,TGT,true,,AT_067,"Also damages the minions next to whomever
he attacks.",Alex Horley Orlandelli,,MINION,Magnataur Alpha,,400,1600,100,400,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMAN,7,"Neptulon is ""The Tidehunter"". He’s one of the four elemental lords. And he and Ragnaros get together and make really amazing saunas.",LEGENDARY,GVG,true,,GVG_042,<b>Battlecry:</b> Add 4 random Murlocs to your hand. <b>Overload:</b> (3),Ruan Jia,,MINION,Neptulon,,1600,3200,400,1600,7,,7,BATTLECRY,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
WARRIOR,2,The best offense is a good defense.,COMMON,TGT,true,,AT_068,Give your <b>Taunt</b> minions +2/+2.,Mishi McCaig,,SPELL,Bolster,,40,400,5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUID,7,"Go ahead, carve your initials in him.",EPIC,EXPERT1,true,,NEW1_008,<b>Choose One -</b> Draw 2 cards; or Restore 5 Health.,Patrik Hjelm,,MINION,Ancient of Lore,,400,1600,100,400,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUID,6,Don't worry; we fired the person who named this card.,EPIC,GVG,true,,GVG_041,<b>Choose One -</b> Summon 5 Wisps; or Give a minion +5/+5 and <b>Taunt</b>.,Trent Kaniuga,,SPELL,Dark Wispers,,400,1600,100,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,Never wash your whites with a Scarlet Crusader.,COMMON,EXPERT1,true,,EX1_020,<b>Divine Shield</b>,Gonzalo Ordonez,,MINION,Scarlet Crusader,,40,400,5,50,3,,1,DIVINE_SHIELD,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARRIOR,2,"During times of tranquility and harmony, this weapon was called by its less popular name, Chilly Peace Axe.",FREE,CORE,true,,CS2_106,,Lucas Graciano,Unlocked at Level 49.,WEAPON,Fiery War Axe,Unlocked at Level 1.,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
,5,"The Faceless Ones are servants of Yogg-Saron, and they feed on fear. Right now they are feeding on your fear of accidentally disenchanting all your good cards.",EPIC,EXPERT1,true,,EX1_564,<b>Battlecry:</b> Choose a minion and become a copy of it.,Raymond Swanland,,MINION,Faceless Manipulator,,400,1600,100,400,3,,3,BATTLECRY,0,,,,,,,,,,,,,Become a copy of a minion.,,,,0,0,,,,,,,,,,,,,,,,,,,,
PALADIN,1,Apparently with wisdom comes the knowledge that you should probably be attacking every turn.,COMMON,EXPERT1,true,0,EX1_363,"Choose a minion. Whenever it attacks, draw a card.",Chippy,,SPELL,Blessing of Wisdom,,40,400,5,50,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,They can see the future.   In that future both players draw more cards.   Spoooky.,RARE,EXPERT1,true,,EX1_050,<b>Battlecry:</b> Each player draws 2 cards.,Steve Prescott,,MINION,Coldlight Oracle,,100,800,20,100,2,MURLOC,2,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMAN,1,Westfall is full of dust devils. And buzzards. And crazed golems. And pirates. Why does anyone live here?,COMMON,EXPERT1,true,,EX1_243,<b>Windfury</b>. <b>Overload:</b> (2),Raymond Swanland,,MINION,Dust Devil,,40,400,5,50,3,,1,WINDFURY,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
,3,Hobgoblins are meeting next week to discuss union benefits.  First on the list: dental plan.,EPIC,GVG,true,,GVG_104,"Whenever you play a 1-Attack minion, give it +2/+2.",Laurel D. Austin,,MINION,Hobgoblin,,400,1600,100,400,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGE,8,A masterless shamurai.,LEGENDARY,TGT,true,,AT_009,<b>Deathrattle:</b> Add 3 copies of Arcane Missiles to your hand.,Zoltan & Gabor,,MINION,Rhonin,,1600,3200,400,1600,7,,7,DEATHRATTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,"Mrrraggglhlhghghlgh, mrgaaag blarrghlgaahahl mrgggg glhalhah a bghhll graggmgmg Garrosh mglhlhlh mrghlhlhl!!",FREE,CORE,true,,CS2_168,,Dan Scott,Unlocked at Priest Level 51.,MINION,Murloc Raider,,,,,,2,MURLOC,1,,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGE,2,Calling something a flamecannon really doesn't do much to distinguish it from other goblin devices.,COMMON,GVG,true,,GVG_001,Deal 4 damage to a random enemy minion.,Mauricio Herrera,,SPELL,Flamecannon,,40,400,5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
PALADIN,5,C'mon Molten Giant!!,RARE,EXPERT1,true,0,EX1_365,Draw a card and deal damage equal to its cost.,Justin Sweet,,SPELL,Holy Wrath,,100,800,20,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUID,9,"Call her ""Tweety"".  She'll find it real funny.  I PROMISE.",LEGENDARY,TGT,true,,AT_045,Your minions cost (1).,Velvet Engine,,MINION,Aviana,,1600,3200,400,1600,5,,5,AURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGE,7,Mimiron likes to take the Flame Leviathan out on some sweet joyrides.,LEGENDARY,GVG,true,,GVG_007,"When you draw this, deal 2 damage to all characters.",Aleksi Briclot,,MINION,Flame Leviathan,,1600,3200,400,1600,7,MECHANICAL,7,TOPDECK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARLOCK,1,"No relation to ""The Voidsteppers"", the popular Void-based dance troupe.",FREE,CORE,true,,CS2_065,<b>Taunt</b>,Alex Horley Orlandelli,Unlocked at Level 36.,MINION,Voidwalker,Unlocked at Level 1.,,,,,1,DEMON,3,TAUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIEST,6,You never know who may be secretly working for the Cabal....,EPIC,EXPERT1,true,,EX1_091,<b>Battlecry:</b> Take control of an enemy minion that has 2 or less Attack.,Chippy,,MINION,Cabal Shadow Priest,,400,1600,100,400,4,,5,BATTLECRY,0,,,,,,,,,,,,,Steal a minion that has 2 or less Attack.,,,,,0,,,,0,,,,,,,,,2,,,,,,,2
,3,Do Murlocs ever get tired of making the same old sound?  Nope!  Mrglglrglglglglglglgl!,EPIC,EXPERT1,true,,EX1_507,ALL other Murlocs have +2/+1.,Tim McBurnie,,MINION,Murloc Warleader,,400,1600,100,400,3,MURLOC,3,AURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMAN,6,"Calling the mist doesn't sound all that great.  ""Ooooh, it is slightly damp now!""",LEGENDARY,TGT,true,,AT_054,<b>Battlecry:</b> Give all minions in your hand and deck +1/+1.,Wei Wang,,MINION,The Mistcaller,,1600,3200,400,1600,4,,4,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALADIN,,,FREE,CORE,true,,HERO_04,,,,HERO,Uther Lightbringer,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGE,3,"Ice is nice, and will suffice!",EPIC,EXPERT1,true,,EX1_295,"<b>Secret:</b> When your hero takes fatal damage, prevent it and become <b>Immune</b> this turn.",Carl Frank,,SPELL,Ice Block,,400,1600,100,400,,,,SECRET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,They were the inspiration for the championship Taurenball team: The Dragonhawks.,COMMON,EXPERT1,true,,CS2_169,<b>Windfury</b>,Greg Hildebrandt,,MINION,Young Dragonhawk,,40,400,5,50,1,BEAST,1,WINDFURY,,,,HORDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIEST,3,"Velen wrote a ""Lovely Card"" for Tyrande with a picture of the Deeprun Tram that said ""I Choo-Choo-Choose you!""",COMMON,GVG,true,0,GVG_010,Give a minion +2/+4 and <b>Spell Damage +1</b>.,Alex Horley Orlandelli,,SPELL,Velen's Chosen,,40,400,5,50,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIEST,4,Spawn of the Light? Or Pawn of the Lights?,COMMON,EXPERT1,true,,EX1_335,This minion's Attack is always equal to its Health.,Daarken,,MINION,Lightspawn,,40,400,5,50,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARRIOR,6,A little better than Sea Minus Reaver.,EPIC,TGT,true,,AT_130,"When you draw this, deal 1 damage to your minions.",James Ryman,,MINION,Sea Reaver,,400,1600,100,400,6,,7,TOPDECK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,His youthful enthusiasm doesn’t always equal excellence in his brews.   Don’t drink the Mogu Stout!,COMMON,EXPERT1,true,,EX1_049,<b>Battlecry:</b> Return a friendly minion from the battlefield to your hand.,Wei Wang,,MINION,Youthful Brewmaster,,40,400,5,50,3,,2,BATTLECRY,0,,,ALLIANCE,,,,,,,,,,Return a minion to your hand.,,,0,0,0,,,,,,,,,,,,,,,,,,,,
HUNTER,3,You must read the name of this card out loud each time you play it.,COMMON,EXPERT1,true,,EX1_538,"For each enemy minion, summon a 1/1 Hound with <b>Charge</b>.",Linggar Bramanty,,SPELL,Unleash the Hounds,,40,400,5,50,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
WARLOCK,4,* Not actually Jaraxxus' fist.,RARE,TGT,true,,AT_022,"When you play or discard this, deal 4 damage to a random enemy.",Matt Dixon,,SPELL,Fist of Jaraxxus,,100,800,20,100,,,,InvisibleDeathrattle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,"""Does anyone have some extra Boar Pelts?""",RARE,EXPERT1,true,,EX1_044,"Whenever you play a card, gain +1/+1.",Attila Adorjany,,MINION,Questing Adventurer,,100,800,20,100,2,,2,,,,,ALLIANCE,,,,,,,,,,,Questing,,,,,,,,,,,,,,,,,,,,,,,,
DRUID,5,"The Druids of the Fang live in the Wailing Caverns. They wear cool snake shirts and tell snake jokes and say ""bro"" a lot.",COMMON,GVG,true,,GVG_080,"<b>Battlecry:</b> If you have a Beast, transform this minion into a 7/7.",Brandon Kitkouski,,MINION,Druid of the Fang,,40,400,5,50,4,,4,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMAN,2,"Yo, that's a nice axe.",COMMON,EXPERT1,true,,EX1_247,<b>Overload:</b> (1),Nate Bowden,,WEAPON,Stormforged Axe,,40,400,5,50,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,,,,,,,,,
WARRIOR,1,"Mass production of warbots was halted when it was discovered that they were accidentally being produced at ""sample size.""",COMMON,GVG,true,,GVG_051,<b>Enrage:</b> +1 Attack.,Tyler Walpole,,MINION,Warbot,,40,400,5,50,1,MECHANICAL,3,ENRAGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,"To be honest, heckling is not the most effective form of evil.",COMMON,TGT,true,,AT_114,<b>Taunt</b>,Dan Scott,,MINION,Evil Heckler,,40,400,5,50,5,,4,TAUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER,1,"This is a ""bearly"" concealed reference.",COMMON,TGT,true,,AT_059,"<b>Inspire:</b> If your hand is empty, deal 2 damage to the enemy hero.",Eva Widermann,,MINION,Brave Archer,,40,400,5,50,2,,1,INSPIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,"Illidan's brother, Malfurion, imprisoned him beneath Hyjal for 10,000 years.  Stormrages are not good at letting go of grudges.",LEGENDARY,EXPERT1,true,,EX1_614,"Whenever you play a card, summon a 2/1 Flame of Azzinoth.",Alex Horley Orlandelli,,MINION,Illidan Stormrage,,1600,3200,400,1600,7,DEMON,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGE,3,"The Kirin Tor reside in the floating city of Dalaran.  How do you make a Dalaran float?  Two scoops of ice cream, one scoop of Dalaran.",RARE,EXPERT1,true,,EX1_612,<b>Battlecry:</b> The next <b>Secret</b> you play this turn costs (0).,Popo Wei,,MINION,Kirin Tor Mage,,100,800,20,100,4,,3,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIEST,4,"It dispels buffs, powers, hopes, and dreams.",RARE,EXPERT1,true,,EX1_626,<b>Silence</b> all enemy minions. Draw a card.,Sean O'Daniels,,SPELL,Mass Dispel,,100,800,20,100,,,,SILENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,Needs just a few more ratings points to become Grandmaster Jouster.,RARE,TGT,true,,AT_112,"<b>Battlecry:</b> Reveal a minion in each deck. If yours costs more, gain <b>Taunt</b> and <b>Divine Shield</b>.",Penny Arcade,,MINION,Master Jouster,,100,800,20,100,5,,6,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,"He was obsessed with explosives until he discovered knitting. Now he yells, “SWEATERS! MORE SWEATERS!”",LEGENDARY,GVG,true,,GVG_116,"Whenever an enemy minion dies, summon a Leper Gnome.",Trent Kaniuga,,MINION,Mekgineer Thermaplugg,,1600,3200,400,1600,9,MECHANICAL,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARRIOR,2,"""Dun da dun, dun da dun"": if you've heard an ogre sing this, it's too late.",COMMON,EXPERT1,true,0,EX1_391,"Deal 2 damage to a minion. If it survives, draw a card.",E.M. Gist,,SPELL,Slam,,40,400,5,50,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,"We are pretty excited about the upcoming release of Dire Wolf Beta, just repost this sign for a chance at a key.",COMMON,EXPERT1,true,,EX1_162,Adjacent minions have +1 Attack.,John Dickenson,,MINION,Dire Wolf Alpha,,40,400,5,50,2,BEAST,2,ADJACENT_BUFF,,,AURA,,,,,,,,,,,,Alpha Dog,,,,,,,,,,,,,,,,,,,,,,,,
,4,His dreams of flying and breathing fire like his idol will never be realized.,FREE,CORE,true,,CS2_119,,Ittoku,Unlocked at Druid Level 51.,MINION,Oasis Snapjaw,,,,,,2,BEAST,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIEST,2,"After the debacle of the Gnomish World Enlarger, gnomes are wary of size-changing inventions.",COMMON,GVG,true,,GVG_011,<b>Battlecry:</b> Give a minion -2 Attack this turn.,Jim Nelson,,MINION,Shrinkmeister,,40,400,5,50,3,,2,BATTLECRY,0,,,,,,,,,,,,,Give -2 Attack this turn.,,,,,0,,,,,,,,,,,,,,,,,,,,
WARRIOR,3,You might think bashing doesn't take a lot of practice.  It doesn't.,COMMON,TGT,true,0,AT_064,"Deal 3 damage.
Gain 3 Armor.",Dany Orizio,,SPELL,Bash,,40,400,5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUID,5,Cat or Bear?  Cat or Bear?!  I just cannot CHOOSE!,COMMON,EXPERT1,true,,EX1_165,<b>Choose One -</b> <b>Charge</b>; or +2 Health and <b>Taunt</b>.,Luca Zontini,,MINION,Druid of the Claw,,40,400,5,50,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,"In the old days, Kobolds were the finest candle merchants in the land. Then they got pushed too far...",COMMON,CORE,true,,CS2_142,<b>Spell Damage +1</b>,Gabor Szikszai,Unlocked at Warlock Level 59.,MINION,Kobold Geomancer,,,,,,2,,2,,,1,,HORDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,The only thing worse than smelling troggs is listening to their poetry.,COMMON,GVG,true,,GVG_067,"Whenever your opponent casts a spell, gain +1 Attack.",Peet Cooper,,MINION,Stonesplinter Trogg,,40,400,5,50,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER,2,"""Dang, that's cold."" - appropriate response to Freezing Trap, or a mean joke.",COMMON,EXPERT1,true,,EX1_611,"<b>Secret:</b> When an enemy minion attacks, return it to its owner's hand and it costs (2) more.",Matt Gaser,,SPELL,Freezing Trap,,40,400,5,50,,,,SECRET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMAN,5,"Allowing totems to attack is not cheating.  I mean, there isn't anything in the rule books about it.",RARE,TGT,true,,AT_049,<b>Inspire:</b> Give your Totems +2 Attack.,Sean McNally,,MINION,Thunder Bluff Valiant,,100,800,20,100,3,,6,INSPIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,"In a world where you can run to a spirit healer and resurrect yourself, Undertakers do pretty light business.",COMMON,NAXX,true,,FP1_028,"Whenever you summon a minion with <b>Deathrattle</b>, gain +1 Attack.",Jonboy Meyers,Can be crafted after defeating Patchwerk in the Construct Quarter.,MINION,Undertaker,Unlocked by defeating Patchwerk in the Construct Quarter.,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
