text,type,cost,rarity,set,id,name,playRequirements/REQ_TARGET_TO_PLAY,durability,attack,playerClass,flavor,collectible,artist,howToEarnGolden,howToEarn,dust/0,dust/1,dust/2,dust/3,mechanics/0,race,health,textInPlay,playRequirements/REQ_MINION_TARGET,mechanics/1,entourage/0,entourage/1,entourage/2,entourage/3,faction,spellDamage,playRequirements/REQ_NUM_MINION_SLOTS,playRequirements/REQ_TARGET_MIN_ATTACK,entourage/4,entourage/5,entourage/6,targetingArrowText,mechanics/2,playRequirements/REQ_FRIENDLY_TARGET,playRequirements/REQ_NONSELF_TARGET,playRequirements/REQ_TARGET_IF_AVAILABLE,overload,playRequirements/REQ_ENEMY_TARGET,playRequirements/REQ_HERO_TARGET,playRequirements/REQ_TARGET_WITH_RACE,playRequirements/REQ_MINIMUM_ENEMY_MINIONS,playRequirements/REQ_DAMAGED_TARGET,playRequirements/REQ_WEAPON_EQUIPPED,playRequirements/REQ_TARGET_FOR_COMBO,playRequirements/REQ_ENEMY_WEAPON_EQUIPPED,playRequirements/REQ_FRIENDLY_MINION_DIED_THIS_GAME,playRequirements/REQ_MUST_TARGET_TAUNTER,entourage/7,entourage/8,entourage/9,entourage/10,entourage/11,entourage/12,entourage/13,entourage/14,entourage/15,entourage/16,entourage/17,entourage/18,entourage/19,entourage/20,entourage/21,entourage/22,entourage/23,entourage/24,entourage/25,entourage/26,entourage/27,entourage/28,entourage/29,entourage/30,entourage/31,entourage/32,entourage/33,entourage/34,entourage/35,entourage/36,entourage/37,entourage/38,entourage/39,entourage/40,entourage/41,entourage/42,entourage/43,entourage/44,entourage/45,entourage/46,entourage/47,entourage/48,entourage/49,entourage/50,entourage/51,entourage/52,entourage/53,entourage/54,entourage/55,entourage/56,entourage/57,entourage/58,entourage/59,playRequirements/REQ_STEADY_SHOT,playRequirements/REQ_MINIMUM_TOTAL_MINIONS,playRequirements/REQ_UNDAMAGED_TARGET,playRequirements/REQ_ENTIRE_ENTOURAGE_NOT_IN_PLAY,playRequirements/REQ_LEGENDARY_TARGET,playRequirements/REQ_TARGET_MAX_ATTACK,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_DRAGON_IN_HAND,playRequirements/REQ_MINION_OR_ENEMY_HERO,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_MINIONS,mechanics/3,playRequirements/REQ_MINION_CAP_IF_TARGET_AVAILABLE
,HERO,,FREE,CORE,HERO_07,Gul'dan,,,,WARLOCK,,true,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HERO,,EPIC,HERO_SKINS,HERO_01a,Magni Bronzebeard,,,,WARRIOR,,true,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Has +1/+1.,ENCHANTMENT,,,EXPERT1,EX1_014te,Bananas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<b>Secret:</b> After your hero is attacked, summon a 3/3 Bear with <b>Taunt</b>.",SPELL,2,COMMON,TGT,AT_060,Bear Trap,,,,HUNTER,"You'll never guess what's in that conveniently bear-sized, bear-smelling box. ",true,Richard Wright,,,40,400,5,50,SECRET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Inspire:</b> Add a 2/2 Squire to your hand.,MINION,5,EPIC,TGT,AT_113,Recruiter,,,5,,Join the Argent Crusade!  We have attractive tabards and you get to carry really nice swords!,true,Jim Nelson,,,400,1600,100,400,INSPIRE,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deal $1 damage to a minion. Draw a card.,SPELL,0,,EXPERT1,EX1_154b,Wrath,0,,,DRUID,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Add 2 random spells to your hand <i>(from your opponent's class)</i>.,MINION,9,LEGENDARY,BRM,BRM_030,Nefarian,,,8,,"They call him ""Blackwing"" because he's a black dragon...... and he's got wings.",true,Ruan Jia,Can be crafted after completing the Hidden Laboratory.,Unlocked by defeating every boss in Blackrock Mountain!,,,,,BATTLECRY,DRAGON,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warhorse Trainer is granting this minion +1 Attack.,ENCHANTMENT,,,TGT,AT_075e,Might of the Hostler,,,,PALADIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Has +1/+1.,ENCHANTMENT,,,EXPERT1,EX1_366e,Justice Served,,,,PALADIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<b>Passive Hero Power</b>
Whenever an enemy dies, raise a 5/5 Skeleton.",HERO_POWER,0,,NAXX,NAX4_04H,Raise Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Whenever a character is healed, gain +2 Attack.",MINION,4,COMMON,TGT,AT_011,Holy Champion,,,3,PRIEST,She really likes seeing people get better.  That's why she hurts them in the first place.,true,Alex Garner,,,40,400,5,50,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HERO,,,BRM,BRMA06_3,Ragnaros the Firelord,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> TAKE any cards from your opponent's hand that they don't want.,MINION,6,LEGENDARY,CREDITS,CRED_33,Jomaro Kindred,,,7,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<b>Battlecry:</b> If you're holding a Dragon, destroy a <b>Legendary</b> minion.",MINION,7,LEGENDARY,BRM,BRM_029,Rend Blackhand,,,8,,"Rend believes he is the True Warchief of the Horde and he keeps editing the wikipedia page for ""Warchief of the Horde"" to include his picture.",true,Alex Horley,Can be crafted after completing Blackrock Spire.,Unlocked by completing Blackrock Spire.,,,,,BATTLECRY,,4,,0,,,,,,,,,,,,,Destroy a Legend.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,
+1/+1 and <b>Taunt</b>.,ENCHANTMENT,,,EXPERT1,EX1_093e,Hand of Argus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<b>Choose One</b> -
+5 Attack; or +5 Health and <b>Taunt</b>.",MINION,7,EPIC,EXPERT1,EX1_178,Ancient of War,,,5,DRUID,"Young Night Elves love to play ""Who can get the Ancient of War to Uproot?""  You lose if you get crushed to death.",true,Sean O’Daniels,,,400,1600,100,400,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HERO,,,BRM,BRMA14_1,Omnotron Defense System,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry</b>: Deal 2 damage to all minions with <b>Deathrattle</b>.,MINION,3,RARE,GVG,GVG_101,Scarlet Purifier,,,4,PALADIN,"The Scarlet Crusade is doing market research to find out if the ""Mauve Crusade"" would be better received.",true,Anton Zemskov,,,100,800,20,100,BATTLECRY,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+1 Health.,SPELL,0,,GVG,GVG_030b,Tank Mode,,,,DRUID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+3 Attack.,ENCHANTMENT,,,GVG,GVG_022a,Tinker's Sharpsword Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Charge</b>,MINION,3,FREE,CORE,CS2_124,Wolfrider,,,3,,"Orcish raiders ride wolves because they are well adapted to harsh environments, and because they are soft and cuddly.",true,Dany Orizio,Unlocked at Warrior Level 59.,,,,,,CHARGE,,1,,,,,,,,HORDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MINION,6,COMMON,EXPERT1,EX1_tk34,Infernal,,,6,WARLOCK,,,,,,40,400,5,50,,DEMON,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MINION,2,FREE,CORE,CS2_120,River Crocolisk,,,2,,"Edward ""Lefty"" Smith tried to make luggage out of a river crocolisk once.",true,Daren Bader,Unlocked at Druid Level 55.,,,,,,,BEAST,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"At the end of your turn, give another friendly Mech +2/+2.",MINION,3,RARE,GVG,GVG_027,Iron Sensei,,,2,ROGUE,"Mechs like learning from him because he really speaks their language.
0110100001101001",true,Brian Despain,,,100,800,20,100,,MECHANICAL,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<b>Windfury, Charge, Divine Shield, Taunt</b>",MINION,8,LEGENDARY,EXPERT1,NEW1_010,Al'Akir the Windlord,,,3,SHAMAN,He is the weakest of the four Elemental Lords.  And the other three don't let him forget it.,true,Raymond Swanland,,,1600,3200,400,1600,CHARGE,,5,,,DIVINE_SHIELD,,,,,,,,,,,,,TAUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WINDFURY,
"Deal $2 damage.
Unlock your <b>Overloaded</b> Mana Crystals.",SPELL,2,RARE,BRM,BRM_011,Lava Shock,0,,,SHAMAN,Chocolate lava cake is shockingly delicious.,true,Zoltan Boros,Can be crafted after completing the Shaman Class Challenge in Blackrock Mountain.,Unlocked by completing the Shaman Class Challenge in Blackrock Mountain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<i>You lost the coin flip, but gained a friend.</i>",MINION,0,FREE,CORE,GAME_002,Avatar of the Coin,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+1/+1.,ENCHANTMENT,,,CORE,EX1_019e,Cleric's Blessing,,,,PRIEST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Whenever a friendly minion takes damage, gain 1 Armor.",MINION,2,RARE,EXPERT1,EX1_402,Armorsmith,,,1,WARRIOR,She accepts guild funds for repairs!,true,Greg Hildebrandt,,,100,800,20,100,,,4,Smithing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<b>Hero Power</b>
Return 2 random enemy minions to your opponent's hand.",HERO_POWER,0,,NAXX,NAX3_02H,Web Wrap,,,,,,,,,,,,,,AI_MUST_PLAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Also damages the minions next to whomever
he attacks.",MINION,4,EPIC,TGT,AT_067,Magnataur Alpha,,,5,WARRIOR,Playing him also gets you into the Magnataur Beta.,true,Alex Horley Orlandelli,,,400,1600,100,400,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HERO,,,BRM,BRMA17_2H,Nefarian,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Add 4 random Murlocs to your hand. <b>Overload:</b> (3),MINION,7,LEGENDARY,GVG,GVG_042,Neptulon,,,7,SHAMAN,"Neptulon is ""The Tidehunter"". He’s one of the four elemental lords. And he and Ragnaros get together and make really amazing saunas.",true,Ruan Jia,,,1600,3200,400,1600,BATTLECRY,,7,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Give your <b>Taunt</b> minions +2/+2.,SPELL,2,COMMON,TGT,AT_068,Bolster,,,,WARRIOR,The best offense is a good defense.,true,Mishi McCaig,,,40,400,5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summon 3 Firesworn. <b>Overload:</b> (2),SPELL,3,,BRM,BRMA04_4H,Rock Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Taunt</b>,MINION,1,,NAXX,FP1_012t,Slime,,,1,,,,,,,,,,,TAUNT,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Choose One -</b> Draw 2 cards; or Restore 5 Health.,MINION,7,EPIC,EXPERT1,NEW1_008,Ancient of Lore,,,5,DRUID,"Go ahead, carve your initials in him.",true,Patrik Hjelm,,,400,1600,100,400,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Choose One -</b> Summon 5 Wisps; or Give a minion +5/+5 and <b>Taunt</b>.,SPELL,6,EPIC,GVG,GVG_041,Dark Wispers,,,,DRUID,Don't worry; we fired the person who named this card.,true,Trent Kaniuga,,,400,1600,100,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HERO,,,NAXX,NAX1_01,Anub'Rekhan,,,,,,,,,,,,,,,,30,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Divine Shield</b>,MINION,3,COMMON,EXPERT1,EX1_020,Scarlet Crusader,,,3,,Never wash your whites with a Scarlet Crusader.,true,Gonzalo Ordonez,,,40,400,5,50,DIVINE_SHIELD,,1,,,,,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WEAPON,1,FREE,CORE,CS2_082,Wicked Knife,,2,1,ROGUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"While this is in your hand, Chromaggus' minions cost (3) less.",SPELL,3,,BRM,BRMA12_7H,Brood Affliction: Bronze,,,,,,,,,,,,,,EVIL_GLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Whenever a player plays a card, Magmatron deals 2 damage to them.",MINION,5,LEGENDARY,BRM,BRMA14_9,Magmatron,,,7,,,,,,,,,,,AURA,MECHANICAL,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Whenever this minion takes damage, summon a 2/3 Elemental with <b>Taunt</b>.",MINION,5,LEGENDARY,TB,BRMC_99,Garr,,,4,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MINION,1,RARE,EXPERT1,EX1_598,Imp,,,1,,,,,,,100,800,20,100,,DEMON,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<b>Hero Power</b>
Deal $1 damage.",HERO_POWER,2,FREE,CORE,CS2_034,Fireblast,0,,,MAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,Deal 1 damage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Windfury</b> this turn.,ENCHANTMENT,,,TGT,AT_083e,Dragonhawkery,,,,,,,,,,,,,,TAG_ONE_TURN_EFFECT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MINION,1,COMMON,EXPERT1,skele21,Damaged Golem,,,2,,,,,,,40,400,5,50,,MECHANICAL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WEAPON,2,FREE,CORE,CS2_106,Fiery War Axe,,2,3,WARRIOR,"During times of tranquility and harmony, this weapon was called by its less popular name, Chilly Peace Axe.",true,Lucas Graciano,Unlocked at Level 49.,Unlocked at Level 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Choose a minion and become a copy of it.,MINION,5,EPIC,EXPERT1,EX1_564,Faceless Manipulator,,,3,,"The Faceless Ones are servants of Yogg-Saron, and they feed on fear. Right now they are feeding on your fear of accidentally disenchanting all your good cards.",true,Raymond Swanland,,,400,1600,100,400,BATTLECRY,,3,,0,,,,,,,,,,,,,Become a copy of a minion.,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Choose a minion. Whenever it attacks, draw a card.",SPELL,1,COMMON,EXPERT1,EX1_363,Blessing of Wisdom,0,,,PALADIN,Apparently with wisdom comes the knowledge that you should probably be attacking every turn.,true,Chippy,,,40,400,5,50,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Always wins Brawls.,MINION,6,,BRM,BRMA01_3,Dark Iron Bouncer,,,4,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Each player draws 2 cards.,MINION,3,RARE,EXPERT1,EX1_050,Coldlight Oracle,,,2,,They can see the future.   In that future both players draw more cards.   Spoooky.,true,Steve Prescott,,,100,800,20,100,BATTLECRY,MURLOC,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ENCHANTMENT,,,TGT,AT_061e,Lock and Load,,,,HUNTER,,,,,,,,,,TAG_ONE_TURN_EFFECT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<b>Hero Power</b>
Each player draws 3 cards. Gain a Mana Crystal.",HERO_POWER,0,,BRM,BRMA11_2H,Essence of the Red,,,,,,,,,,,,,,AI_MUST_PLAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costs (1) less for each damage your hero has taken.,MINION,50,LEGENDARY,TB,BRMC_95,Golemagg,,,20,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Windfury</b>. <b>Overload:</b> (2),MINION,1,COMMON,EXPERT1,EX1_243,Dust Devil,,,3,SHAMAN,Westfall is full of dust devils. And buzzards. And crazed golems. And pirates. Why does anyone live here?,true,Raymond Swanland,,,40,400,5,50,WINDFURY,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Whenever you play a 1-Attack minion, give it +2/+2.",MINION,3,EPIC,GVG,GVG_104,Hobgoblin,,,2,,Hobgoblins are meeting next week to discuss union benefits.  First on the list: dental plan.,true,Laurel D. Austin,,,400,1600,100,400,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"While this is in your hand, Chromaggus' minions cost (1) less.",SPELL,1,,BRM,BRMA12_7,Brood Affliction: Bronze,,,,,,,,,,,,,,EVIL_GLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Deathrattle:</b> Add 3 copies of Arcane Missiles to your hand.,MINION,8,LEGENDARY,TGT,AT_009,Rhonin,,,7,MAGE,A masterless shamurai.,true,Zoltan & Gabor,,,1600,3200,400,1600,DEATHRATTLE,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MINION,1,,EXPERT1,ds1_whelptoken,Whelp,,,1,,,,,,,,,,,,DRAGON,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MINION,0,EPIC,EXPERT1,tt_010a,Spellbender,,,1,MAGE,,,,,,400,1600,100,400,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increased stats.,ENCHANTMENT,,,TGT,AT_121e,Huge Ego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MINION,1,FREE,CORE,CS2_168,Murloc Raider,,,2,,"Mrrraggglhlhghghlgh, mrgaaag blarrghlgaahahl mrgggg glhalhah a bghhll graggmgmg Garrosh mglhlhlh mrghlhlhl!!",true,Dan Scott,Unlocked at Priest Level 51.,,,,,,,MURLOC,1,,,,,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Taunt</b>,MINION,0,,TGT,AT_132_SHAMANc,Stoneclaw Totem,,,0,SHAMAN,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deal $4 damage to a random enemy minion.,SPELL,2,COMMON,GVG,GVG_001,Flamecannon,,,,MAGE,Calling something a flamecannon really doesn't do much to distinguish it from other goblin devices.,true,Mauricio Herrera,,,40,400,5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<b>Passive Hero Power</b>
All cards cost (1). You are capped at 2 Mana Crystals, and opponent at 1.",HERO_POWER,0,,BRM,BRMA08_2H,Intense Gaze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
